post_url,post_text,comment_author,comment_text
https://www.threads.com/@ppak.33/post/DRMy4z2k_zu,,,"ppak.33
王大陸
2025-11-18
相信我，王大陸真是寶藏男孩…
1. 在服役與不服役之間，選擇服刑
2. 掀不開特斯拉門，掀了台灣演藝圈男星們
3. 今天和法官表示出門太趕忘記帶身分證￼，開庭跟開溜之間，選擇了開天窗 
1
/
2
7.8 萬
786
2,822
2.1 萬
熱門
查看動態"
https://www.threads.com/@ppak.33/post/DRMy4z2k_zu,,,"ppak.33
王大陸
2025-11-18
原po-美到沒朋友 
2
/
2
1,667
1
1
14"
https://www.threads.com/@ppak.33/post/DRMy4z2k_zu,,,"lylawconnolly
2025-11-19
王大陸不是什麼「珍貴的大男孩」。他是個油膩的中年人，教唆人暴力造成重傷害，又蠢又邪惡，一點也不好笑不可愛。請不要娛樂化他長期勾結犯罪集團詐騙逃兵的行為。永遠抵制王大陸，也拒絕這種為逃兵藝人洗白的話術。
43
2"
https://www.threads.com/@ppak.33/post/DRMy4z2k_zu,,,"ppak.33
2025-11-18
·
作者
薛丁格的王大陸
32
3"
https://www.threads.com/@ppak.33/post/DRMy4z2k_zu,,,"lylawconnolly
2025-11-19
王大陸不是什麼「珍貴的大男孩」。他是個油膩的中年人，教唆人暴力造成重傷害，又蠢又邪惡，一點也不好笑不可愛。請不要娛樂化他長期勾結犯罪集團詐騙逃兵的行為。永遠抵制王大陸，也拒絕這種為逃兵藝人洗白的話術。
33
1"
https://www.threads.com/@ppak.33/post/DRMy4z2k_zu,,,"tonykey214
2025-11-18
之前看一個王大陸的事件解說
有一段講到他被騙的事情 就說""孤注一擲""原來是一部紀錄片XD
25
1"
https://www.threads.com/@ppak.33/post/DRMy4z2k_zu,,,"pure13.soul
2025-11-18
王大陸有去補替代役啊,記得他在軍中還有去聽許光漢唱歌,還有躲在自製戰車中軍歌表演
9
2
1"
https://www.threads.com/@jamas66326/post/DQJp4tqEbeY,,,"jamas66326
2025-10-23
王大陸真的不簡單，以一人之力斷了整條逃兵產業鏈。
他還幹掉一票黑道、詐騙跟瀆職的檢警還有監獄管理員，根本臥底大師，周星馳再幫他拍一部逃兵威龍好了！
一般人投資三百多萬都沒有這種報酬率，太猛了！
這一切的一切就只是因為「王大陸不會開特斯拉的門」🤣🤣
2 萬
293
512
2,186
熱門
查看動態"
https://www.threads.com/@jamas66326/post/DQJp4tqEbeY,,,"atsaicat
2025-10-23
突然覺得王大陸這一連串操作可能讓他累積不少陰德值。算不算是汙點證人或將功贖罪
246
2
1"
https://www.threads.com/@jamas66326/post/DQJp4tqEbeY,,,"luchange1005
2025-10-24
看到這篇很詳細🤣
emmy_on_earth
2025-10-22
為什麼別人閃兵只要10-15萬，但是王大陸閃兵卻要360萬呢？因為風雨千年路，江山萬里心，歡迎收看大陸尋奇，王大陸真的很神奇。
在今年三月份王大陸爆出閃兵案的時候，本頻道就已經全面追蹤過王大陸尋奇，整個連環案外案其實都是王大陸自己耍笨，拔出蘿蔔帶出泥，因為這個案子一開始就是王大陸自己去報案的。
157
14"
https://www.threads.com/@jamas66326/post/DQJp4tqEbeY,,,"emmy_on_earth
2025-10-22
為什麼別人閃兵只要10-15萬，但是王大陸閃兵卻要360萬呢？因為風雨千年路，江山萬里心，歡迎收看大陸尋奇，王大陸真的很神奇。
在今年三月份王大陸爆出閃兵案的時候，本頻道就已經全面追蹤過王大陸尋奇，整個連環案外案其實都是王大陸自己耍笨，拔出蘿蔔帶出泥，因為這個案子一開始就是王大陸自己去報案的。"
https://www.threads.com/@boldmoves_1723/post/DQEIkRRDpdc,,,"boldmoves_1723
王大陸
2025-10-21
應該要改名叫王警政署長了
憑一己之力，揪出整個
長達十幾二十年以上的逃兵集團相關產業鏈；
還有「偷查個資」案外案再揪出手腳不乾淨的相關人員；
跟計程車司機起衝突，後續的「教.唆.開扁」
牽出其他富二代跟黑道的開扁產業鏈
直播主女友遭馬扁440萬，組成「失去的！一定要拿回來！」群組，在勾出黑道跟相關人員，買對方個資再討.債.施壓
短短兩年就成立多少案件，深入多少案件核心，
現在還在裡面服兵役為台灣當兵（認真打飯給同袍吃）
這波應該可以從臥底升上署長了 
1
/
2
3,682
108
91
2,491
熱門
查看動態"
https://www.threads.com/@boldmoves_1723/post/DQEIkRRDpdc,,,"已釘選
boldmoves_1723
王大陸
2025-10-21
怎麼連逃兵都還要挺啦 😆
是煞到喔 兵該當就要當啦 
不管是誰都一樣 拿到兵單就去當兵
這樣還要挺的 真的是需要睡個好覺
睡起來頭腦清醒點 就能分是非對錯了
自從我換了這個枕頭 就睡得很好哦 免費分享 不收費
altoops.com/produ… 
2
/
2
altoops.com
Sleep Luck 好運舒眠枕
23
1
5"
https://www.threads.com/@boldmoves_1723/post/DQEIkRRDpdc,,,"yizhong0217
2025-10-21
這一切都要感謝王大陸，他一個人搞出了滿滿的逃兵大平台！
131
1"
https://www.threads.com/@boldmoves_1723/post/DQEIkRRDpdc,,,"pkkwuntong
2025-10-21
王大陸今次做得不錯 連根拔
48"
https://www.threads.com/@setnews/post/DQIp66WiGnk,,,"setnews
王大陸
2025-10-23
王大陸誤以為被騙走360萬，於是「親自」跑去警局報案，閃兵案驚人內幕曝 
1
/
2
9,705
367
118
2,579
熱門
查看動態"
https://www.threads.com/@setnews/post/DQIp66WiGnk,,,"setnews
王大陸
2025-10-23
藝人閃兵風波延燒，起源是王大陸日前爆出以360萬元取得免役資格，成為檢警偵辦「閃兵集團」的關鍵人物。事件延燒至今，隨著修杰楷、陳柏霖、Energy書偉（張書偉）及坤達陸續被拘提到案，整起風暴震撼演藝圈。對此，財經網紅胡采蘋在社群發文揭露事件始末，直指這場風波其實是王大陸「自投羅網」，一手把自己送進案情漩渦之中。
setnsocial.pse.is/89q3g… 
2
/
2
star.setn.com
藝人閃兵抓不完！她曝光驚人內幕「王大陸自己耍笨」意外扯出15男星 | 娛樂星聞
450
15
15
456"
https://www.threads.com/@setnews/post/DQIp66WiGnk,,,"q0066234183
2025-10-23
感謝王大陸🤣🤣🤣🤣🤣🤣🤣🤣🤣
一牽後面一堆閃兵藝人
406
1
3"
https://www.threads.com/@setnews/post/DQIp66WiGnk,,,"goodbyebadtank
2025-10-23
王大陸真的是不用這麼麻煩，智力測驗結果秀一下就可以免役了啊
211
3
3"
https://www.threads.com/@setnews/post/DQIp66WiGnk,,,"tzuhsinhuang888
2025-10-23
快被王大陸笑死
比Netflix 還精彩
emmy_on_earth
2025-10-22
為什麼別人閃兵只要10-15萬，但是王大陸閃兵卻要360萬呢？因為風雨千年路，江山萬里心，歡迎收看大陸尋奇，王大陸真的很神奇。
在今年三月份王大陸爆出閃兵案的時候，本頻道就已經全面追蹤過王大陸尋奇，整個連環案外案其實都是王大陸自己耍笨，拔出蘿蔔帶出泥，因為這個案子一開始就是王大陸自己去報案的。
120
1
8"
https://www.threads.com/@setnews/post/DQIp66WiGnk,,,"emmy_on_earth
2025-10-22
為什麼別人閃兵只要10-15萬，但是王大陸閃兵卻要360萬呢？因為風雨千年路，江山萬里心，歡迎收看大陸尋奇，王大陸真的很神奇。
在今年三月份王大陸爆出閃兵案的時候，本頻道就已經全面追蹤過王大陸尋奇，整個連環案外案其實都是王大陸自己耍笨，拔出蘿蔔帶出泥，因為這個案子一開始就是王大陸自己去報案的。"
https://www.threads.com/@emmy_on_earth/post/DQGd9MaE_kn,,,"emmy_on_earth
2025-10-22
為什麼別人閃兵只要10-15萬，但是王大陸閃兵卻要360萬呢？因為風雨千年路，江山萬里心，歡迎收看大陸尋奇，王大陸真的很神奇。
在今年三月份王大陸爆出閃兵案的時候，本頻道就已經全面追蹤過王大陸尋奇，整個連環案外案其實都是王大陸自己耍笨，拔出蘿蔔帶出泥，因為這個案子一開始就是王大陸自己去報案的。
為何王大陸會跑去報案害死自己呢？因為他找來幫他假造病例的閃兵大平台老闆，平常也有在經營詐騙，然而老闆因為詐騙被抓了，導致王大陸傳訊息詢問逃兵辦得如何時，對方在牢裡無法回覆訊息。王大陸以為自己的360萬被騙了，於是上警局報案，這個案子才爆發出來。
檢警本來是要辦詐騙案，結果發現王大陸的逃兵案更大，新聞連爆了一個禮拜。然而檢警一查手機，發現王大陸竟然還找人打過Uber司機，因為有一次王大陸叫Uber時叫到特斯拉，他不知道特斯拉的門是用按的就能打開，跟平常拉開車門的設計不同，他覺得車子很爛，跟司機大吵一架。 
1
/
3
2.8 萬
673
2,144
3.3 萬
熱門
查看動態"
https://www.threads.com/@emmy_on_earth/post/DQGd9MaE_kn,,,"emmy_on_earth
2025-10-22
我從來沒有一次寫劇本時笑到不支倒地根本寫不下去、錄影時笑場笑到導演喊卡很多次，結果錄了一整天的，王大陸真的台灣的寶藏，大陸的傳奇，歡迎收看大陸尋奇。
這個影片上線時，我們因為報導輝達晶片走私案而被中國網軍檢舉降流，真的非常可惜，我從來沒寫過這麼好笑的劇本啊啊啊啊啊
大陸尋奇！【王大陸黑歷史大平台～】親中舔共出事秒變台灣藝人！億萬富豪爸寶為逃兵閃兵偽造文書勾結黑道，私通警界教唆S人潛規則舌吻人妻？不會開特斯拉車門卻會放高利貸？太笨讓富二代打手黑幫團滅國際政經188
youtu.be/wh8tH… 
3
/
3
youtube.com
大陸尋奇！【王大陸黑歷史大平台～】親中舔共出事秒變台灣藝人！億萬富豪爸寶為逃兵閃兵偽造文書勾結黑道，私通警界教唆S人潛規則舌吻人妻？不會開特斯拉車門卻會放高利貸？太笨讓
3,260
7
57
1,048"
https://www.threads.com/@emmy_on_earth/post/DQGd9MaE_kn,,,"esther030288
2025-10-22
王大陸一個人就給了刑事局半年的業績了吧
1,488
2
21"
https://www.threads.com/@emmy_on_earth/post/DQGd9MaE_kn,,,"j22451366
2025-10-22
原本就覺得徐太宇很蠢，原來是王大陸本格演出啊！難怪演那麼自然（？）
287
8"
https://www.threads.com/@gracewooh/post/DQD6tj9k8er,,,"gracewooh
2025-10-21
王大陸：「我也是可以當兵，可是我不想要他騙我。」
友人：「可以去問陳柏霖、陳零九」
（暗示他們有類似經驗）
勘驗手機發現王大陸花了三百六十萬想逃兵役，但匯款了找不到主嫌，逃兵役未遂，意外的讓案子掀開「閃兵集團」槓上開花！
另外，還發現王大陸涉嫌撂人打司機殺人未遂後再爆案外案，王大陸找黑幫為直播主女友討債。
3,380
49
51
192
熱門
查看動態"
https://www.threads.com/@gracewooh/post/DQD6tj9k8er,,,"chibaomen
2025-10-21
王大陸這肉粽頭讓檢察官ㄧ直北風北連不完
372
17"
https://www.threads.com/@gracewooh/post/DQD6tj9k8er,,,"jin19890604
2025-10-21
王大陸這個已經不是線頭了，根本打結到變毛線團。
338
1
10"
