comment_id,用戶名稱,留言內容,留言時間
1,魏正杰,去謝謝你兄弟幫你擋刀 過氣男團,4週
2,Calvin Kaiser,廖允杰 Jaydaone,你也太假，你好意思使用善良存在？詐欺犯吧你。且連逃兵這種新聞都燒不起熱度，24萬粉絲應該23萬9923人是機器人吧？
3,Cat Wu,為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？,5週
4,吳前仁,六棒裡你最不紅 為什麼還要逃兵？,5週
5,Rh Alex,吳前仁,真的欸，連逃兵這種事他熱度也火不起來，炎上未破百；這咖真的是路人到爆，粉絲數多半也是買的吧，不然很難看。了然
6,黃宥憲,吳前仁,真的欸我也覺得他是六棒中最不紅的
7,Rh Alex,詐欺社會大眾 還好意思自稱偶像，詐欺逃兵 惡心,的傢伙，虛偽
8,Mofia Lee,原來當時不當兵叫做年輕做錯事 現在認了是不是叫浪子回頭,5週
9,Snw Hsu,騙子還敢拿獎啊,5週
10,汪俐彣,加油,從以前就支持你們了
11,Calvin Kaiser,汪俐彣,沒錯，有你的鼓勵，他們繼續逃下去，乾脆逃去大陸好了，呵呵
12,陳威瑾,逃兵算善良嗎？,5週
13,陳東東,好好當兵,5週
14,Bing Hsiao,說好的善良呢,5週
15,Rh Alex,不是在tv上說：是因家族遺傳性，才不能當兵，現在變30萬喔,說謊成性耶
16,楊宏宇,你們一起簽進去洗白比較快啦,5週
17,楊宏宇,好好當兵,5週
18,何耿嘉,你該好好當兵,5週
19,嚴閸,九條好漢在一班，九條好漢在一班,6週
20,林佩怡,你拿錯獎了要拿男主角才對有夠會演的,6週
21,王俊傑,威廉受訪 你在旁邊都不會心虛 也真夠噁心了你,6週
22,很囂張,不是在tv上說：是因家族遺傳性，才不能當兵，現在變30萬喔,說謊成性耶
23,鄭馬雲,是不是少一顆,6週
24,李慧昌,整團沒人當兵，是在騙鬼喔,每個都不是正常男人？
25,Chun Lung Liao,李慧昌,說不聽阿偉說的百分之百是指⋯
26,Jipin Yang,不許你這樣說，人家是合情合理的！,5週
27,陳莫,李慧昌,我們坐等翻船
28,陳莫,李慧昌,想看其他四個也翻船，檢調快一點
29,Jipin Yang,你的第一句話驗證目前的遭遇，真的很諷刺,6週
30,黃宗泰,拿金鐘去問問看能不能折抵啦,反正什麼都敢做多做這個應該還好吧
31,林海瑞,BTS每個人都當兵，你們應該比BTS更紅吧,6週
32,尹棣,上車囉,6週
33,白懷特,好好當兵！,6週
34,Ling Wes,承認了吼，來囉來囉，小杰我們來接你上車囉,6週
35,鍾多多,好好當兵,6週
36,鄭馬雲,原來是真的！,6週
37,鄭馬雲,這真的是你嗎吖杰,6週
38,Tsai Cheng,朝聖,6週
39,頭號粉絲,黃婕瑜,怎麼可以這麼帥好好看
40,吳建恆KEN,·,追蹤
41,陳莫,李慧昌,被抓的都是已經有證據的，不可能還不認，不管是頂流還是C咖，都辦就對了
