comment_id,用戶名稱,留言內容,留言時間
1,Xiaoyang Hong,如果你在第二波名單被抓後,自己主動投案，那我一定會欣賞你！
2,Elsa Chen,修楷杰,7週
3,Chia Hung Chang,在哪？,9週
4,Claire Ong,在新加坡的渣打银行也有类似的活动。夕阳跑步,11週
5,Claire Ong,Tefal 的产品好用我给两个赞,11週
6,何來,廢物,1週
7,公平 正義 發明者 集團 Fair Justice Inventor Group,""" 聯合 國 "" 政府 -- "" United Nations "" Gov",m
8,公平 正義 發明者 集團 Fair Justice Inventor Group,""" 聯合 國 "" 政府 -- "" United Nations "" Gov",m
9,蔡婷,他有沒有當兵管你家屁事，至少人家肩膀很硬 扛的起家人，有的當兵的對自己不負責任對家人也是有用嗎 沒出息,4週
10,陳小瑋,逃兵仔,5週
11,Cat Wu,為什麼逃兵役呢？為什麼逃兵役呢？為什麼逃兵役呢？為什麼逃兵役呢？為什麼逃兵役呢？為什麼逃兵役呢？為什麼逃兵役呢？為什麼逃兵役呢？為什麼逃兵役呢？為什麼逃兵役呢？,5週
12,白木喜,退出演藝圈！這種品德！沒資格當藝人！,5週
13,Chang Chang,連兵都不敢當,5週
14,Muta Batt,你是不是逃兵的那個啊？,5週
15,Wei Hsiang Lin,逃兵楷,5週
16,許添財,修幹,5週
17,許添財,修修臉,5週
18,祖刻薄,那些要你加油的，支持你的都是畜生！當兵捍衛國家是每個台灣男人的義務與責任！支持逃兵就是毀滅國家！你的鐵粉和你，都是臭俗辣！曹你涼的！,5週
19,Juelun Kuo,退出演藝圈吧！逃兵役的垃圾,5週
20,李憲偉,逃兵仔！廢物,5週
21,Hsiu Yi Hsu,這家肉燥飯真的很好吃,5週
22,Joey Jo,快去洗稀到沒沙拉脫的碗吧，還丹丹,5週
23,Lucky Lin,你是不是逃冰休杰凱啊,5週
24,Renata Chuan,沒吧，只有男生才吃的下吧，女生哪會吃那麼多。丹丹食物的確好吃。,5週
25,許添財,好好笑，你好假,5週
26,林子敬,我平常也都吃9號餐為什麼我要當兵你不用,5週
27,陳昱嘉,閃兵爛人 已退追,5週
28,Jonathan Hu,擅長跑步、自行車，不擅長服役,5週
29,Benny Leng,當兵很難嗎？如果打仗了你會選擇保衛國家還是是賣國呢,5週
30,蘇子威,替代役白當了,5週
31,Wesley Yen,請問你為什麼不想盡國民的義務呢？,5週
32,Joe Joy,形象好到不行，現在逃兵就是作弊啊。,還不敢對自己承認….這真的是無藥可救
33,Kevin Huang,5週,讚
34,許芝莛,加油,5週
35,尹皓之,你哥認認真真的考預官服役 你卻從從容容的花錢閃兵 人品高下立判,5週
36,陳慶昌,原來是散兵。哈哈。卒仔子,5週
37,陳慶昌,散兵。。。卒仔,5週
38,Ah Kun,跑圈形象這麼好，結果逃兵？大失所望,5週
39,林森,唉，,5週
40,Roger Cheng,閃,5週
41,Ch Lss,教我怎麼生小孩免當完兵,5週
42,Hsien Ming Chang,哈哈，逃兵的廢物，抓到了!,5週
