comment_id,用戶名稱,留言內容,留言時間
1,北極啦幹,看這部會教怎麼開車門嗎,5週
2,Faught Swafford,因為凡有的，還要加給他，叫他有餘；沒有的，連他所有的也要奪過來。,..............................
3,Guinyard Boynton,耶穌回答說：「你們要謹慎，免得有人迷惑你們。,******************************************
4,Bourgault Paredes,你這瞎眼的法利賽人，先洗淨杯盤的裡面，好叫外面也乾淨了。,------------------------
5,Yu Fak,螢幕前深情萬千，螢幕後是垃圾「龜縮陽痿」男人！只有十七八歲的白痴少女才會相信這種製作出來的鬼扯蛋的深情，不被TM死男人的鐵拳砸一次，是不會醒來的！！！,28週
6,劉加昌,為什麼犯法 妳這樣會妳讓大S媽媽 死不明目,34週
7,江翊,去成功嶺了嗎？,37週
8,百萬陳,包包起來,37週
9,沉沒中,這麼難看,38週
10,Li Thomas,滾，一舉一動真的令人作噁，希望你在裡面被射好射滿，滿滿的大平台,38週
11,權閔熙,還沒下架嗎,38週
12,喬治,王大陸你真的很行啊！,自己想死還拖一大推人
13,Jeng Steven,王大陸昔「拿鐵鎚砸計程車」凶狠片段被翻出！網酸：本色演出,m
14,Bin LerDen,真是垃圾~真是垃圾~真是垃圾~真是垃圾~真是垃圾~真是垃圾~真是垃圾~真是垃圾~真是垃圾~真是垃圾~真是垃圾~,38週
15,陳佳冠,王大陸,的媽媽是北港香爐
16,陳芯妤,演算法怎麼把我推回來找他了,38週
17,Hero Liu,陳芯妤,38週
18,簡耀華,百萬逃兵,五百萬教唆打人
19,江冧,好會打人喔 我好怕喔 趕快來打我 可以試試看,38週
20,Edison Du,給你們殺人犯&逃兵滿滿的大平台,38週
21,方林,靠老爸有錢了不起，屁股洗干淨，等著吃勞飯吧！,38週
22,許哲偉,花 百萬逃兵 還閃不過 然後連車門也不會開 這咖小 倒底活在世界上浪費糧食做啥 真有夠廢的 不如改名叫 王廢物,38週
23,Jackal Chien,爛貨,38週
24,Jeng Steven,把犯罪證據拍攝下來，厲害了，我的王大陸。,38週
25,David Chou,不是打這個就是打那個,裝純情，原來是到處逞兇鬥狠的惡霸
26,Grass Huang,有你就拒看,38週
27,Sung Nini,Grass Huang,不看！
28,劉韋恩,續集是一拳進警局嗎？,38週
29,陳佳冠,王大陸,的媽媽是北港香爐
30,李比比,如果是普通傷害罪，會主動被檢察官以「殺人未遂」的罪名偵辦，甚至聲請羈押，一定不是這麼簡單的「把人打得很慘」而已，而是有可能真的把人往死裡打的狀況，甚至在教唆的過程中，有某些聯繫要求的字眼，讓檢察官覺得有構成犯罪的高度可能。,這件事，可以說天網恢恢，也可以說可惡至極。
31,Liu Zhihong,垃圾,38週
32,池佩荺,該關就抓去關 教唆打司機就是不對，雖然我在健身房看過你，你不自愛真的沒辦法，打人是無法解決事情的，司機應該現在很可憐，他被打的不知道有沒有後遺症還有後續的賠償休養治療等等的問題,38週
33,喬治,我還是忍不住要再再一次的留言,恭喜你順利進入人生新舞台~~監獄聲押！
34,尤宏彥,難看死了 誰要看阿,38週
35,彭冠瑋,今天打人沒,38週
36,彭冠瑋,Su Yi-hao,垃圾
37,Su Yi-hao,彭冠瑋,……….
38,喬治,還是忍不住要再次給你留言,得知你有很大的機會可以去坐牢
39,陳強強,臭嘴 哈哈哈哈哈,38週
40,Tin Roy,噁心 滾出演藝圈,38週
41,熊蓋讚,小知識：特斯拉的把手壓一下就會彈出來，不要氣到亂打人喔！,#王大陸 #特斯拉 #Uber
42,陳凱傑,拍A片喔幹,38週
43,Tinya Le,真的不要去當兵！你這垃圾我是你學長一定拿東西肛你,38週
44,Wen Sheng,死咖小,38週
45,柯芙芙,難看至極，人品更是差勁，不爽可以毆打自己最好打到癱瘓，你就順理成章不用當兵了！,38週
46,Darren Wang,柯芙芙,你是我的粉丝吗？或者你认识我本人吗？
47,廖冠德,王大陸 我覺得你很丟臉,40週
48,Tinya Le,你真的很沒用！等著進去被操吧！記住不要一個人去洗澡,40週
49,高海洋,結果實際上男主角是逃兵仔 這樣女主角還會喜歡嗎,40週
50,陳萬,·,追蹤
51,Clark Shiao,閃兵是沒有用的男人,40週
52,Tzu Wei,https://liff.line.me/1454987169-1WAXAP3K/v2/article/YaNVRoQ?utm_source=copyshare,40週
53,王禾雄,舔,賤
54,Forsman Cushing,他說：「凡文士受教做天國的門徒，就像一個家主從他庫裡拿出新舊的東西來。」,++++++++++++++++++++++++++++++++++++
55,Santoro Franck,我實在告訴你們：普天之下，無論在什麼地方傳這福音，也要述說這女人所行的，做個紀念。」,------------------
56,Lance Ocba,So handsome,1年
57,Mealy Gorrell,只是在你們中間不可這樣，你們中間誰願為大，就必做你們的用人；,////////////////////////
58,Aleshire Kunze,所以，人指著壇起誓，就是指著壇和壇上一切所有的起誓；,......................................................
59,Daphne Navales Dimabayao,Ayiieee,1年
60,Rosangela Veras Bayma,vc é muito lindo e talentoso nossaaaa,1年
61,寶靈魔法學院,·,追蹤
62,Shang-en LU,寶靈魔法學院,加啥油？？出來烘乾 不敢回啊？
63,楊媚妹,寶靈魔法學院,加什麼油
64,Wei Wayne,寶靈魔法學院,這！打人幹嘛要加油？
65,Chen Kai,寶靈魔法學院,還加油？你給我滾出來道歉
66,Chirs Yi,寶靈魔法學院,打人還加油？
67,Aleshire Kunze,「你們這假冒為善的文士和法利賽人有禍了！因為你們洗淨杯盤的外面，裡面卻盛滿了勒索和放蕩。,================================================
68,Gasaway Lirette,「誰是忠心有見識的僕人，為主人所派管理家裡的人，按時分糧給他們呢？,************
69,Bourgault Paredes,收果子的時候近了，就打發僕人到園戶那裡去收果子。,++++++++++++++++++
70,Flesher Coulson,耶穌對他說：「你為什麼以善事問我呢？只有一位是善的。你若要進入永生，就當遵守誡命。」,^^^^^^^^^^^^^^^^^^
71,Horrell McAtee,因為你們怎樣論斷人，也必怎樣被論斷；你們用什麼量器量給人，也必用什麼量器量給你們。,||||||||||||||||||
72,Dunston Forsman,有人想要告你，要拿你的裡衣，連外衣也由他拿去；,____________
73,Asuncion Hylton,他回答說『我不去』，以後自己懊悔，就去了。,______________________________________________________
74,Santoro Franck,你們雖然不好，尚且知道拿好東西給兒女，何況你們在天上的父，豈不更把好東西給求他的人嗎？,||||||||||||||||||||||||
