comment_id,用戶名稱,留言內容,留言時間
1,吳晴,https://www.facebook.com/share/15MZSGQY1dT/,坤達快告死那些愛亂報導的智障記者跟ㄧ些沒看內文就亂噴的白痴網友，做人太好，只會讓他們更得寸進尺，他們都不尊重你了，你也不需要尊重他們
2,馬偉倫,裝病逃兵 還在外面裝瘋賣傻 有誠意悔改就進去關,1週
3,馬偉倫,一、兵役制度公平落實是凝聚民心士氣的重要指標，也是國防安全的保障，國內外皆然,5年
4,Kailin Fu,進去關 爽,菊花變向日葵
5,Jeffrey Pai,真的知道錯 就進去關一關 講再多都是多餘 老話一句 可以用錢解決的都不是認錯的方式 誰叫你要逃兵 那些當兵的都是白痴嗎？ 像個男人 你的人生要逃到什麼時候？？？？ 自己好好想想吧,M
6,Alen Pct,好了啦逃兵大王,2週
7,頭號粉絲,方筱詩,坤達加油，永遠支持你
8,鄭玲玲,坤達加油，一切會過去的，期待你更好的演出,5週
9,頭號粉絲,Chih-hsuan Chiang,不管發生什麼事
10,Jeffrey Pai,Chih-hsuan Chiang,已經很棒 ………………標準真低啊
11,Jeffrey Pai,Chih-hsuan Chiang,眼睛有問題 記得去看喔
12,頭號粉絲,Chih-hsuan Chiang,Jeffrey Pai
13,LU Jhih-yi,下車瞜,5週
14,頭號粉絲,許淑婷,6週
15,頭號粉絲,許淑婷,太帥了吧！
16,Kelly Tuan,補,雙十節快樂
17,頭號粉絲,歐陽筠筠,·
18,Jeffrey Pai,歐陽筠筠,要發什麼文 躲都來不及了
