comment_id,用戶名稱,留言內容,留言時間
1,黃志文,歡迎來到滿滿的，大 監 獄,1週
2,賴小廷,你怎麼那麼低能 花3百多萬 當盤子,1週
3,沈盼盼,我討厭你害到Energy,恨死你了
4,李建宏,軟男,5週
5,郭漢鈞,你直接滅團欸,5週
6,李湘霆,智能不足,應該不用當兵吧
7,Simulangan Ruvaniyaw,已聯繫詢問閃兵申辦流程,5週
8,黃遠昱,可笑的告密者,5週
9,Cluck Liddell,進他家裡去，要請他的安。,||||||||||||||||||
10,Flesher Coulson,豈不知凡入口的，是運到肚子裡，又落在茅廁裡嗎？,==================
11,Paulyne Tan,其实 他和我们都一样， 艺人也是普通人， 不是超人或神 ， 他只是身份和工作环境不同于我们而已… 人难免会有气上头，有做错的时候，他也坦然地 接受了他的处罚……所谓：“不经一事不长一智” ，大家就别攻击他了， 给他个改过的机会。 每个人都有长短处， 没有完美无缺的， 但是人间的温暖让这个世界更美好。 加油 王大陆……,17週
12,Forsman Cushing,『這百姓用嘴唇尊敬我，心卻遠離我。,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
13,Yu Fak,砸百萬還是被逮了！偷雞不著蝕把米！哈哈哈哈………..,演藝人員不就是靠人礦市場來賺錢嘛！哪有什麼腦子可言！！！
14,王小明,身強體壯不當兵,3小
15,林合斌,你爸覺得台灣好賺？還是,好烙，結果你們打死不滾去大陸，真的很丟臉，賺中國大陸錢，結果？吃
16,林合斌,為什麼台灣人都愛在中國上班，結果自己還丟臉丟到國外去……….,叫你爸幫你轉轉中國人民，至少不會丟台灣人臉………
17,Forsman Cushing,起來，我們走吧！看哪，賣我的人近了！」,....................................
18,林名丰,原來，你是因為怕鬼才逃兵的呀！,m
19,車親人,抵撚死，王大碌，死返大陸服刑！,35週
20,中華幹話交流協會,·,追蹤
21,CH Chuu,你媽媽知道你這樣嗎,37週
22,Parkson Yik,仆街人渣等天收，終身監禁,37週
23,Parkson Yik,仆街人渣等天收，終身監禁,37週
24,Parkson Yik,仆街人渣等天收，終身監禁,37週
25,邱芳芳,不能說他壞話,37週
26,陳彥婷,這拉基怎還活著 浪費生命 沒老二就算了 還打人去打手槍射在自己嘴巴吃下去好了,自以為很秋
27,Steven Sun,請問有幫忙打司機的配合方案嗎,38週
28,Terry Hoo,垃圾!,38週
29,沉沒中,丟臉～丟臉～丟臉,38週
30,沉沒中,真沒用～當個兵也不敢,38週
31,李振維,垃圾藝人,38週
32,David Wu,當藝人了不起？ 有種叫人來打我啊？,38週
33,將將李,·,追蹤
34,陳管斌,中華幹話交流協會,可能先烙人打班長吧
35,徐瑞斌,盤子假流氓,38週
36,Happyman Fooverage,爸爸白賊歸套,38週
37,張丞羽,比中指？？？？？？？？,38週
38,Weide Lin,可不可以拍那些年逃兵日記？,38週
39,許嬌嬌,特斯拉這麼簡單，連小學一年級都會開，你就不會開用撞到，真的是豬狗不如,38週
40,許嬌嬌,打錯是用撞的,38週
41,權閔熙,很會打人歐,38週
42,喬治,王大陸你真的很行啊！,自己想死還拖一大推人
43,Evan Chou,金扣連！無底線的爛,38週
44,Cathyyi Hu,跟你拍過戲的演員,應該都非常遺憾你竟是這種混球吧！
45,Cathyyi Hu,失望,希望我的偶像再也不與你為友，
46,賴 文伍,Cathyyi Hu,你好〜好嗎？希望你一切都好。我在Facebook上看到你漂亮的頭像照片。我試著加你，但由於網路問題，沒能成功。所以我決定在這裡給你寫信，這樣你就可以加我，我們做個好朋友。
47,簡柏文,莊敬高職以你為恥！千萬不要回母校！,38週
48,Shihming Peng,打電話灌爆這劣質藝人的公司,38週
49,Rex Won,欸娘炮 當個兵而已還要閃兵哦？真TM有夠弱雞,38週
50,Zhi Zhi,了然欸,38週
51,BK KB,進去吧你,38週
