comment_id,用戶名稱,留言內容,留言時間
1,曾麒賓,切換嗆媒體模式,2週
2,Hu WeiGuo,閃起來,5週
3,許哲榮,會出逃兵圖的NFT割韭菜嗎？,5週
4,Ping Ping Pai,你跟張小姐什麼關係,5週
5,陳俊瑋,卡,5週
6,Arielle YH,逃兵欸,5週
7,頭號粉絲,安勝勝,17週
8,馬偉倫,你‘漏’這些肌肉沒用呀 請問你為什麼要當逃兵,20週
9,黃小傑,出聲啊？你的NFT呢？你的德州撲克呢？剛出道裝可憐,25週
10,朱志強,逃兵幹嘛？搞不懂當兵是多怕？？,27週
11,Jason Kao,逃兵還敢養貓啊,28週
12,Hong Xiang,大師會教我們如何逃兵的,28週
13,王怡珍,打山豬都可以了！還逃兵,28週
14,阿哈,寫什麼歌，給我去當兵,28週
15,將將李,·,追蹤
16,Andrew Chang,切換閃兵模式,28週
17,Yu-chi Lin,又是你,28週
18,徐錦江,丟人現眼 沒懶趴？,28週
19,陳貞,當兵不能寫歌嗎？,28週
20,許光偉,逃亡吧,亡命天涯就不用當兵了
21,王忻,切換成軍中模式吧,28週
22,趙元冠,去當兵啦哈哈哈,28週
23,簡子澤,寫一下是怎樣逃兵的,28週
24,I-Yun Chiu,紅到要逃兵？,28週
25,莊智勳,就在上個月，他還開心地度過了38歲生日。然而，陳零九的人生似乎總是伴隨著風波。前年，他和穩定交往多年的女友呼呼分手，隨後又傳出與吳宗憲的子弟兵Miusa及篠崎泫曖昧，但都被他否認是誤會。同年，陳零九因代言違法吸金的加密貨幣JPEX，被控涉犯銀行法等罪，所幸最後獲不起訴處分。陳零九表示，當時得知這個消息時感到很震驚，因為自己也有投資JPEX，發現虛擬貨幣可能領不出來，所以趕快去了解狀況。,2月
26,宛宛兒,·,追蹤
27,安童,32週,讚
28,頭號粉絲,荳子,貓奴九耶
29,Mei Po Tse,32週,讚
30,頭號粉絲,尤采嬅,零九~の♡貓*2~均幸福~喵!
31,頭號粉絲,陳湯姆,32週
32,頭號粉絲,洪馨,32週
33,頭號粉絲,蔡佩君,期待今年能有九哥的個人專場演唱會
34,Jin Hao Tay,期待。。,32週
35,頭號粉絲,Tam Sze Sze,hello!!期待你的新作品
36,盧俞珊,期待,32週
37,頭號粉絲,椰子多,32週
38,頭號粉絲,Yang Siu Suen,32週
