comment_id,用戶名稱,留言內容,留言時間
1,馬偉倫,裝病逃兵 還在外面裝瘋賣傻 有誠意悔改就進去關,1週
2,馬偉倫,一、兵役制度公平落實是凝聚民心士氣的重要指標，也是國防安全的保障，國內外皆然,5年
3,Jeffrey Pai,真的知道錯 就進去關一關 講再多都是多餘 老話一句 可以用錢解決的都不是認錯的方式 誰叫你要逃兵 那些當兵的都是白痴嗎？ 像個男人 你的人生要逃到什麼時候？？？？ 自己好好想想吧,M
4,Alen Pct,你今天逃了嗎？,2週
5,許宸,當兵 有那麼難嗎？,2週
6,Leton Sin,哭什麼哭啦，沒出息！￼￼,5週
7,白麗瑛,好帥氣 午安 追蹤中,7週
8,蘇雪宜,坤達中秋節快樂,8週
9,刘筱如,達哥中秋節快樂,8週
10,小桃娘 Momo,中秋節快樂,8週
11,陳才,中秋佳節快樂,8週
12,陳惠,坤達~中秋節快樂,8週
13,頭號粉絲,張懷文,達帥 中秋節快樂
14,詹沛倢,好想要袋子,會開賣嗎？
15,李整理,中秋節快樂,8週
16,張張,帥,8週
17,黃家駿,中秋佳節愉快,8週
18,頭號粉絲,張麗惠,帥哥中秋佳節快樂
19,Zhu Xie Yu,有夠帥,8週
20,吴嫣语,達老板，中秋节快乐,8週
21,頭號粉絲,Kay Lee Ang,手提袋掛脖子可以帶走的概念?!
22,頭號粉絲,Energy 馬陸E家 粉絲後援會,達哥 中秋快樂
23,Funmomo Kang,達中秋快樂～DA手提袋何時開賣,8週
24,頭號粉絲,Cindy Yeo 文娟,达哥，提早祝你中秋节快乐哟，弱弱的问一句。。。。我可以要一个DA袋子吗
25,頭號粉絲,游于庭,中秋節快樂唷
26,整合負債協商、解除銀行扣薪,中秋佳節快樂,8週
27,Yen Simon,閃兵團,8週
28,林朱珊,坤達超棒,8週
29,頭號粉絲,許滿祝,達哥中秋佳節快樂
30,李佳蒨,中秋佳節快樂,8週
31,陳小愛,恭喜創立達娛樂,想要DA手提袋請量產
32,潘小珊,看到帥哥黑髮達什麼節都是最美好的節日,Da提袋要開賣請通知我
33,頭號粉絲,郭銘文,有在賣嗎？
34,頭號粉絲,Yvonne Yeo,怎賣？
35,En Xi Lee,好帅呀,8週
36,頭號粉絲,Chacha Yang,達哥 中秋佳節快樂
37,頭號粉絲,Monica Low,So 要怎麼拿得到？
38,頭號粉絲,改變,達達哥中秋節快樂
39,陳保榮,達哥 達老闆中秋節快樂～,8週
40,Yaya Liu,達哥～中秋節快樂～～想要手提袋,8週
41,陳雪梅,祝福你，中秋佳節快樂,8週
42,頭號粉絲,韻如,坤達
43,頭號粉絲,Michelle Lee,祝福達哥中秋佳節幸福快樂！
44,頭號粉絲,Tracy Ng,達哥中秋節快樂
45,陳瑞琴,坤達祝你中秋節快樂,8週
46,Carol Yu,達老闆～中秋節快樂,8週
47,小佩洪,達哥～中秋節快樂,8週
48,頭號粉絲,薛芳雅,達哥，中秋節快樂
49,頭號粉絲,陳姵晴,達達中秋節快樂
50,江品璇,坤達哥中秋節快樂,8週
51,黄棋棋,達哥，中秋节快乐,8週
52,頭號粉絲,許維尼,祝最帥的達哥～中秋節快樂
53,頭號粉絲,GU Rita,謝謝帥氣的達老闆祝福
54,頭號粉絲,Wan Sandy,達達中秋節快樂
55,頭號粉絲,Yi Ling Chen,好想要袋子
56,頭號粉絲,陳小希,達哥 中秋節快樂
57,頭號粉絲,周佩郁,坤達~~~中秋節快樂
58,江霈霈,達老闆中秋快樂,敲碗手提袋開賣惹啦
59,曾秀雀,祝福你，中秋佳節快樂,8週
60,頭號粉絲,Viki Shih,坤達～中秋佳節快樂！也想得到這個
61,程綺甄,坤達 你真正帥氣英俊瀟灑,幸福健康平安成功吉祥順心
62,頭號粉絲,林蕙芳,達哥～中秋節快樂
